aID_STAO,year,yr,land_use,elevation,ele,HS,AZ_pl,AZ_pl_Termo,AZ_pl_Meso,AZ_pl_Cryo,T_pl,AZ_mo,AZ_mo_Termo,AZ_mo_Meso,AZ_mo_Cryo,AZ_mo_sh,AZ_mo_lo,T_mo,T_mo_sh,T_mo_lo
308,2001,-0.9,forest,491,-0.045,colline,38,5,11,0,3.41,2,0,0,0,0,0,NA,NA,NA
277,2001,-0.9,forest,527.79998779296875,0.13899993896484375,montane,1,0,0,0,NA,11,1,9,0,4,27,3.1,4,3
188,2001,-0.9,forest,478.5,-0.1075,colline,28,4,5,0,3.48,7,0,5,0,6,9,3,3,3
305,2001,-0.9,forest,620.79998779296875,0.6039999389648437,montane,22,2,9,0,3.33,7,2,1,0,8,3,3.67,4,3
337,2001,-0.9,forest,632.79998779296875,0.6639999389648438,montane,4,2,1,0,3.63,5,1,3,0,3,10,3.25,3,3.3333333333333335
341,2001,-0.9,forest,604,0.52,montane,15,3,6,0,3.33,9,0,8,0,9,15,3,3,3
195,2001,-0.9,forest,694.79998779296875,0.9739999389648437,montane,9,1,2,0,3.4,10,1,3,0,0,13,3.25,NA,3.25
162,2001,-0.9,forest,600.5999755859375,0.5029998779296875,montane,7,2,3,0,3.42,18,5,9,0,0,47,3.36,NA,3.357142857142857
133,2001,-0.9,forest,996.79998779296875,2.483999938964844,montane,10,0,3,1,3.1,13,0,8,0,3,21,3,3,3
1129,2001,-0.9,unused,2902.199951171875,12.010999755859375,alpine,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA
1035,2001,-0.9,forest,960.20001220703125,2.301000061035156,montane,12,0,4,0,3.07,10,1,5,0,0,16,3.17,NA,3.2
1154,2001,-0.9,grassland,1504.699951171875,5.023499755859375,montane,47,8,14,0,3.32,3,0,0,0,0,0,NA,NA,NA
1173,2001,-0.9,forest,1360.5,4.3025,montane,18,2,5,1,3.12,13,0,8,0,0,21,3,NA,3
1039,2001,-0.9,grassland,1148.800048828125,3.244000244140625,montane,60,7,20,5,3.08,8,1,5,0,0,19,3.17,NA,3.1666666666666665
1008,2001,-0.9,grassland,1646.5999755859375,5.732999877929688,subalpine,46,1,13,15,2.56,11,0,5,0,0,15,3,NA,3
1030,2001,-0.9,grassland,1373.699951171875,4.368499755859375,montane,43,5,17,0,3.18,8,1,2,0,7,3,3.33,3.5,3
979,2001,-0.9,forest,1341.0999755859375,4.205499877929688,montane,19,0,9,1,2.88,0,0,0,0,0,0,NA,NA,NA
1163,2001,-0.9,grassland,1674,5.87,subalpine,56,7,17,4,3.21,4,0,1,0,0,3,3,NA,3
1047,2001,-0.9,forest,1825.699951171875,6.628499755859375,subalpine,20,1,3,8,2.44,17,0,8,3,6,19,2.55,2,2.7142857142857144
1084,2001,-0.9,grassland,1734.9000244140625,6.174500122070312,subalpine,64,2,14,19,2.51,14,0,6,2,3,19,2.75,3,2.7142857142857144
1066,2001,-0.9,grassland,2126.60009765625,8.13300048828125,alpine,36,0,7,13,2.28,3,0,0,1,0,2,2,NA,2
1050,2002,-0.8,grassland,2184.5,8.4225,alpine,40,0,3,22,2.05,2,0,1,0,0,3,3,NA,3
68,2001,-0.9,forest,1036.5,2.6825,montane,23,1,8,0,3.08,19,0,14,1,11,33,2.93,2.75,3
89,2001,-0.9,forest,1659.699951171875,5.798499755859375,subalpine,15,0,4,3,2.63,12,0,9,2,3,28,2.82,3,2.8
112,2001,-0.9,forest,1325.800048828125,4.129000244140625,montane,18,0,6,3,2.68,20,0,16,2,8,44,2.89,2.6666666666666665,2.933333333333333
140,2001,-0.9,unused,2386.10009765625,9.43050048828125,alpine,22,0,0,18,1.5,16,1,4,4,6,14,2.22,1.5,2.8
145,2001,-0.9,forest,655,0.775,colline,22,6,4,1,3.37,12,1,6,0,3,16,3.14,3,3.2
166,2001,-0.9,forest,1950.800048828125,7.254000244140625,subalpine,14,1,3,3,2.64,7,0,2,2,5,4,2.25,2.5,2
170,2001,-0.9,forest,831.70001220703125,1.6585000610351563,colline,7,0,2,0,3.1,12,0,10,0,3,27,3,3,3
201,2001,-0.9,forest,1293,3.965,montane,26,2,9,1,3.05,26,0,18,2,3,49,2.9,3,2.8823529411764706
229,2001,-0.9,forest,589.79998779296875,0.44899993896484375,colline,22,5,3,0,3.6,10,2,1,0,0,11,3.67,NA,3.6666666666666665
255,2001,-0.9,grassland,498.79998779296875,-0.00600006103515625,colline,25,1,9,0,3.31,4,2,0,0,8,0,4,4,NA
285,2001,-0.9,grassland,1400.5,4.5025,montane,48,11,15,0,3.41,10,2,3,0,4,10,3.4,4,3.3333333333333335
317,2001,-0.9,grassland,2508.300048828125,10.041500244140625,alpine,48,0,1,34,1.8,13,0,2,4,1,9,1.67,1,1.8
321,2001,-0.9,forest,891.20001220703125,1.9560000610351562,colline,17,5,4,0,3.64,3,0,1,0,0,3,3,NA,3
345,2001,-0.9,unused,2886,11.93,alpine,5,0,0,3,1.17,3,0,0,2,1,1,1,1,1
349,2001,-0.9,grassland,2239.800048828125,8.699000244140626,alpine,33,0,2,22,1.75,2,0,0,0,0,0,NA,NA,NA
371,2001,-0.9,unused,2657.800048828125,10.789000244140626,alpine,31,0,0,22,1.59,10,0,1,3,0,6,1.5,NA,1.5
757,2001,-0.9,forest,451.29998779296875,-0.24350006103515626,colline,13,0,2,0,3.42,13,2,5,0,0,23,3.29,NA,3.2857142857142856
795,2001,-0.9,grassland,832,1.66,montane,21,2,3,0,3.47,4,0,0,0,0,0,NA,NA,NA
800,2001,-0.9,grassland,564.20001220703125,0.32100006103515627,montane,28,4,12,0,3.37,2,0,0,0,0,0,NA,NA,NA
761,2001,-0.9,forest,711.79998779296875,1.0589999389648437,montane,27,2,8,0,3.37,13,2,8,0,3,29,3.2,3,3.2222222222222223
554,2001,-0.9,grassland,626.5,0.6325,montane,17,2,7,0,3.37,0,0,0,0,0,0,NA,NA,NA
503,2001,-0.9,grassland,627,0.635,montane,20,3,7,0,3.42,1,0,0,0,0,0,NA,NA,NA
571,2001,-0.9,forest,732.79998779296875,1.1639999389648437,montane,17,3,7,0,3.38,22,3,13,0,13,38,3.19,3.25,3.1666666666666665
603,2001,-0.9,grassland,647,0.735,montane,32,4,9,0,3.39,3,0,1,0,3,0,3,3,NA
688,2001,-0.9,forest,718.79998779296875,1.0939999389648438,montane,17,1,7,1,3.12,29,2,16,0,3,53,3.11,3,3.1176470588235294
723,2001,-0.9,forest,1117.699951171875,3.088499755859375,montane,33,2,23,0,3.12,13,0,10,0,3,27,3,3,3
753,2001,-0.9,grassland,911.20001220703125,2.056000061035156,montane,48,4,15,0,3.26,6,3,1,0,12,3,3.75,4,3
791,2001,-0.9,grassland,1069.300048828125,2.846500244140625,montane,52,2,20,1,3.25,12,2,6,0,7,19,3.25,3.5,3.1666666666666665
632,2001,-0.9,grassland,950,2.25,montane,22,2,7,0,3.31,0,0,0,0,0,0,NA,NA,NA
657,2001,-0.9,grassland,849.0999755859375,1.7454998779296875,montane,22,2,8,0,3.36,3,0,0,0,0,0,NA,NA,NA
692,2001,-0.9,forest,785.0999755859375,1.4254998779296875,montane,14,3,6,0,3.32,9,1,5,0,0,19,3.17,NA,3.1666666666666665
567,2001,-0.9,forest,1050.4000244140625,2.7520001220703123,montane,17,1,9,0,3.15,23,1,12,2,8,32,2.87,2.6666666666666665,2.909090909090909
477,2001,-0.9,forest,1046.300048828125,2.731500244140625,montane,15,1,10,0,3.13,13,0,12,0,6,30,3,3,3
443,2001,-0.9,grassland,1167.0999755859375,3.3354998779296876,montane,44,0,20,0,3.12,9,0,4,1,0,14,2.8,NA,2.8
472,2001,-0.9,grassland,1313.300048828125,4.066500244140625,subalpine,33,0,16,1,2.96,14,3,5,0,14,13,3.38,3.5,3.25
546,2001,-0.9,unused,1371.0999755859375,4.355499877929687,subalpine,17,1,8,4,2.78,14,0,6,0,9,9,3,3,3
498,2001,-0.9,grassland,1563.800048828125,5.319000244140625,subalpine,53,0,17,14,2.56,24,0,12,6,9,35,2.61,2.25,2.6923076923076925
523,2001,-0.9,forest,1265.800048828125,3.829000244140625,subalpine,28,1,14,3,2.77,22,0,18,2,17,41,2.9,2.8333333333333335,2.9285714285714284
448,2001,-0.9,forest,1258.300048828125,3.791500244140625,montane,22,0,14,1,2.92,12,0,12,0,0,33,3,NA,3
628,2001,-0.9,grassland,1464.4000244140625,4.822000122070312,subalpine,64,1,14,20,2.54,34,0,17,6,6,52,2.65,1.5,2.888888888888889
550,2001,-0.9,forest,1672,5.86,subalpine,25,0,7,5,2.53,23,0,15,5,21,32,2.65,2.3333333333333335,2.909090909090909
718,2001,-0.9,forest,1558.699951171875,5.293499755859375,subalpine,23,0,10,2,2.75,13,0,10,1,3,29,2.91,3,2.9
683,2001,-0.9,forest,1590.5999755859375,5.452999877929687,subalpine,43,1,9,12,2.48,15,0,8,6,2,30,2.5,2,2.5
599,2001,-0.9,grassland,1820.5,6.6025,alpine,33,0,7,12,2.33,17,1,8,6,10,27,2.67,2.5,2.7
663,2001,-0.9,forest,579,0.395,montane,10,1,3,0,3.38,13,0,11,0,9,24,3,3,3
697,2001,-0.9,grassland,424.3999938964844,-0.37800003051757813,montane,24,3,7,0,3.39,1,0,0,0,0,0,NA,NA,NA
958,2001,-0.9,grassland,690,0.95,montane,26,3,9,0,3.36,1,0,0,0,0,0,NA,NA,NA
967,2001,-0.9,forest,774.79998779296875,1.3739999389648438,montane,14,1,5,0,3.05,10,0,6,0,3,15,3,3,3
911,2001,-0.9,forest,907.9000244140625,2.0395001220703124,montane,17,1,7,0,3.03,9,0,9,0,0,27,3,NA,3
998,2001,-0.9,forest,451.20001220703125,-0.24399993896484376,colline,22,5,5,0,3.53,4,0,2,0,0,6,3,NA,3
867,2001,-0.9,grassland,566.29998779296875,0.33149993896484375,montane,30,2,13,0,3.24,4,0,3,0,0,9,3,NA,3
833,2001,-0.9,grassland,809.20001220703125,1.5460000610351563,montane,35,3,13,0,3.33,7,1,2,0,7,3,3.33,3.5,3
877,2001,-0.9,grassland,733.70001220703125,1.1685000610351564,montane,22,3,6,0,3.45,2,0,0,0,0,0,NA,NA,NA
993,2001,-0.9,forest,1162.5,3.3125,subalpine,5,0,3,0,3,14,1,12,0,6,34,3.08,3,3.090909090909091
1018,2001,-0.9,forest,971,2.355,montane,6,1,4,0,3.25,17,1,11,0,6,31,3.08,3,3.1
902,2001,-0.9,unused,2106.699951171875,8.033499755859374,alpine,47,0,1,28,1.81,18,1,2,6,8,6,1.89,2,1.5
872,2001,-0.9,forest,1293,3.965,subalpine,35,1,16,1,2.98,19,0,18,0,6,48,3,3,3
804,2001,-0.9,forest,365.20001220703125,-0.6739999389648438,colline,26,16,3,0,4,6,1,2,0,0,10,3.33,NA,3.3333333333333335
916,2001,-0.9,grassland,493.6000061035156,-0.031999969482421876,colline,48,6,11,0,3.37,8,0,6,0,0,18,3,NA,3
766,2001,-0.9,forest,748.0999755859375,1.2404998779296874,colline,6,3,1,0,3.83,0,0,0,0,0,0,NA,NA,NA
815,2001,-0.9,forest,813.70001220703125,1.5685000610351563,colline,18,3,1,1,3.38,19,2,10,0,3,35,3.17,3,3.1818181818181817
843,2002,-0.8,forest,910.79998779296875,2.053999938964844,montane,13,2,4,0,3.33,15,4,3,0,0,25,3.57,NA,3.5714285714285716
844,2001,-0.9,forest,1059,2.795,montane,16,1,5,1,3.09,10,1,6,0,6,16,3.14,3,3.2
745,2001,-0.9,forest,1409.4000244140625,4.547000122070313,subalpine,31,3,6,6,2.77,30,1,12,9,8,43,2.45,2,2.5294117647058822
715,2001,-0.9,grassland,1349.5999755859375,4.247999877929687,montane,21,1,6,1,3.13,0,0,0,0,0,0,NA,NA,NA
922,2001,-0.9,grassland,1385.5,4.4275,subalpine,39,2,13,0,3.1,2,0,0,0,0,0,NA,NA,NA
710,2001,-0.9,forest,974.4000244140625,2.3720001220703124,montane,21,4,5,1,3.22,6,2,3,0,3,11,3.4,3,3.6666666666666665
894,2001,-0.9,grassland,1735.5999755859375,6.177999877929688,subalpine,29,0,7,11,2.3,13,0,5,1,6,10,2.67,3,2.5
857,2001,-0.9,grassland,1852.4000244140625,6.7620001220703125,subalpine,49,0,5,29,2.01,27,0,12,5,6,39,2.65,2,2.7857142857142856
741,2001,-0.9,forest,1770.300048828125,6.351500244140625,subalpine,21,0,4,7,2.36,4,0,3,1,0,11,2.75,NA,2.75
854,2001,-0.9,grassland,2082.39990234375,7.91199951171875,alpine,25,0,2,18,1.66,11,0,1,4,1,6,1.4,1,1.5
886,2001,-0.9,forest,2025.699951171875,7.628499755859375,alpine,8,0,1,4,2.17,11,0,4,2,4,10,2.33,2,2.5
1003,2001,-0.9,forest,1922.300048828125,7.111500244140625,subalpine,43,2,6,17,2.41,24,0,7,5,13,14,2.25,2.1666666666666665,2.3333333333333335
945,2001,-0.9,grassland,2013.800048828125,7.569000244140625,alpine,59,0,5,32,2.05,16,0,4,3,1,14,2.14,1,2.3333333333333335
974,2001,-0.9,grassland,2125.60009765625,8.12800048828125,alpine,20,0,0,14,1.79,11,0,1,5,1,9,1.67,1,1.8
783,2001,-0.9,unused,2037.800048828125,7.689000244140625,alpine,30,0,3,18,1.96,12,0,2,6,3,12,1.88,1.5,2
862,2001,-0.9,grassland,1840.5999755859375,6.702999877929687,subalpine,49,1,12,21,2.32,20,0,3,8,6,12,1.64,1.5,1.7142857142857142
680,2001,-0.9,grassland,2129,8.145,alpine,36,0,3,22,1.9,12,0,1,8,3,9,1.33,1,1.5
949,2001,-0.9,unused,2310,9.05,alpine,36,0,0,32,1.53,29,0,5,13,11,24,1.94,1.5714285714285714,2.1818181818181817
849,2001,-0.9,grassland,2114.5,8.0725,alpine,33,0,4,17,2.06,8,0,1,5,4,5,1.5,2,1.25
622,2001,-0.9,unused,2604.39990234375,10.52199951171875,alpine,0,0,0,0,NA,7,0,0,4,3,3,1.5,1.5,1.5
890,2001,-0.9,grassland,2510.89990234375,10.05449951171875,alpine,16,0,0,15,1.23,15,0,1,8,3,5,1.22,1,1
1025,2001,-0.9,unused,2775,11.375,alpine,0,0,0,0,NA,5,0,1,1,0,4,2,NA,2
819,2001,-0.9,grassland,2319.89990234375,9.09949951171875,alpine,32,0,1,26,1.5,16,0,1,8,1,12,1.44,1,1.5
125,2001,-0.9,forest,811,1.555,montane,33,4,12,0,3.32,17,1,12,0,3,37,3.08,3,3.0833333333333335
155,2001,-0.9,grassland,757.20001220703125,1.2860000610351563,montane,17,1,4,0,3.38,0,0,0,0,0,0,NA,NA,NA
182,2001,-0.9,grassland,1447.699951171875,4.738499755859375,subalpine,46,0,19,4,2.81,6,0,4,1,3,11,2.8,3,2.75
212,2001,-0.9,forest,1228.5,3.6425,subalpine,21,1,10,1,2.9,30,0,21,2,17,47,2.91,2.8333333333333335,2.9375
231,2001,-0.9,unused,1653.800048828125,5.769000244140625,subalpine,45,1,2,29,2.03,27,0,13,5,15,34,2.72,2.5,2.8333333333333335
240,2001,-0.9,forest,1013.5,2.5675,montane,46,1,25,0,3.11,18,1,14,0,4,39,3.07,4,3
260,2001,-0.9,forest,1575.699951171875,5.378499755859375,subalpine,6,0,2,0,2.7,13,0,10,0,0,27,3,NA,3
273,2001,-0.9,forest,553.79998779296875,0.26899993896484375,montane,18,1,6,0,3.33,5,0,4,0,0,12,3,NA,3
293,2001,-0.9,grassland,2071.5,7.8575,alpine,35,0,4,21,1.89,12,0,1,5,2,10,2,2,2
298,2001,-0.9,grassland,1233.5999755859375,3.6679998779296876,montane,51,3,20,5,2.92,13,0,11,0,3,30,3,3,3
343,2001,-0.9,unused,2345,9.225,alpine,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA
369,2001,-0.9,grassland,2617.300048828125,10.586500244140625,alpine,51,2,2,35,1.78,13,1,1,7,6,10,1.78,3,1.4285714285714286
376,2001,-0.9,grassland,2030.800048828125,7.654000244140625,subalpine,61,0,18,15,2.5,11,0,5,1,6,7,2.67,3,2.3333333333333335
378,2001,-0.9,forest,1193.300048828125,3.466500244140625,montane,37,1,16,1,3.03,17,0,12,1,8,27,2.92,2.6666666666666665,3
400,2001,-0.9,grassland,2358.199951171875,9.290999755859374,alpine,39,0,1,30,1.39,14,0,2,11,2,17,1.46,1,1.5454545454545454
404,2001,-0.9,forest,1955.5,7.2775,subalpine,11,0,3,3,2.5,14,0,6,5,1,26,2.45,1,2.6
410,2001,-0.9,grassland,1044.300048828125,2.721500244140625,montane,28,1,8,0,3.16,2,0,0,0,0,0,NA,NA,NA
431,2001,-0.9,forest,1011.7999877929688,2.5589999389648437,montane,14,1,4,0,3.25,6,0,4,0,3,6,3,3,3
434,2001,-0.9,unused,2271.199951171875,8.855999755859376,alpine,16,0,0,13,1.43,8,0,0,5,2,3,1,1,1
459,2001,-0.9,grassland,2512.89990234375,10.06449951171875,alpine,37,0,0,31,1.48,9,0,0,3,2,2,1.33,2,1
464,2001,-0.9,forest,1001.9000244140625,2.5095001220703126,colline,32,6,9,0,3.46,2,0,0,0,0,0,NA,NA,NA
489,2001,-0.9,forest,776,1.38,montane,14,4,3,0,3.54,17,3,7,1,9,22,3.09,3,3.142857142857143
494,2001,-0.9,grassland,1731.699951171875,6.158499755859375,alpine,53,0,14,18,2.38,29,0,15,8,19,37,2.57,2.375,2.642857142857143
511,2001,-0.9,forest,1899.300048828125,6.996500244140625,subalpine,36,1,7,8,2.6,1,0,0,0,0,0,NA,NA,NA
514,2001,-0.9,grassland,988.79998779296875,2.443999938964844,montane,34,5,7,0,3.34,9,0,2,0,0,6,3,NA,3
518,2001,-0.9,forest,876.0999755859375,1.8804998779296875,montane,9,2,3,0,3.31,10,0,8,0,0,24,3,NA,3
540,2002,-0.8,forest,1867,6.835,subalpine,16,0,2,6,2.29,10,0,4,3,3,15,2.57,3,2.5
562,2001,-0.9,grassland,2430.300048828125,9.651500244140625,alpine,40,0,0,30,1.44,7,0,0,4,1,3,1,1,1
907,2001,-0.9,grassland,1079.9000244140625,2.8995001220703127,montane,52,2,18,2,3.07,23,1,13,2,3,44,2.94,3,2.933333333333333
934,2001,-0.9,grassland,982.5,2.4125,montane,25,0,11,0,3.06,12,0,11,0,3,30,3,3,3
962,2001,-0.9,forest,1295.9000244140625,3.9795001220703123,subalpine,34,0,11,4,2.78,13,0,10,1,8,24,2.91,2.6666666666666665,3
1012,2001,-0.9,forest,1197.5,3.4875,montane,29,0,11,0,3.04,6,0,6,0,3,12,3,3,3
1071,2001,-0.9,forest,1457.5,4.7875,subalpine,7,0,4,2,2.64,19,0,13,1,6,31,2.86,3,2.8181818181818183
1089,2001,-0.9,grassland,1524.300048828125,5.121500244140625,subalpine,58,2,21,7,2.8,8,0,5,1,0,17,2.83,NA,2.8333333333333335
764,2001,-0.9,grassland,439.20001220703125,-0.30399993896484373,colline,18,2,7,0,3.36,4,1,0,0,4,0,4,4,NA
914,2001,-0.9,grassland,475.20001220703125,-0.12399993896484375,colline,15,4,4,0,3.54,0,0,0,0,0,0,NA,NA,NA
943,2001,-0.9,grassland,487.8999938964844,-0.06050003051757812,colline,28,9,7,0,3.61,0,0,0,0,0,0,NA,NA,NA
838,2001,-0.9,grassland,539.29998779296875,0.19649993896484375,montane,11,2,3,0,3.5,0,0,0,0,0,0,NA,NA,NA
880,2001,-0.9,grassland,545.5,0.2275,montane,28,4,9,0,3.42,2,0,0,0,0,0,NA,NA,NA
802,2001,-0.9,forest,620.5999755859375,0.6029998779296875,montane,7,1,3,0,3.36,11,2,6,0,3,23,3.25,3,3.2857142857142856
939,2001,-0.9,grassland,669.70001220703125,0.8485000610351563,montane,20,2,6,0,3.39,0,0,0,0,0,0,NA,NA,NA
439,2001,-0.9,forest,1029.300048828125,2.646500244140625,montane,26,3,8,1,3.2,22,2,12,0,3,41,3.14,3,3.1538461538461537
326,2001,-0.9,forest,1208.300048828125,3.541500244140625,montane,15,1,9,0,3.03,23,4,13,0,10,42,3.24,3.3333333333333335,3.230769230769231
265,2001,-0.9,forest,1710.9000244140625,6.054500122070312,subalpine,22,0,7,4,2.58,25,0,14,5,14,36,2.63,2.8,2.5714285714285716
208,2001,-0.9,grassland,1790.199951171875,6.450999755859375,alpine,50,1,15,16,2.47,9,0,1,1,3,1,2,3,1
828,2001,-0.9,forest,1376.699951171875,4.383499755859375,montane,39,1,16,3,2.87,24,0,19,1,20,39,2.95,2.857142857142857,3
235,2001,-0.9,forest,1303.199951171875,4.015999755859375,montane,13,0,8,0,3,27,1,17,3,8,52,2.86,2.6666666666666665,2.888888888888889
382,2001,-0.9,forest,1145.5999755859375,3.2279998779296877,montane,12,0,7,0,2.96,13,0,12,1,11,27,2.92,2.75,3
331,2001,-0.9,grassland,1498.4000244140625,4.992000122070312,subalpine,55,4,17,7,2.88,5,0,3,0,0,9,3,NA,3
407,2001,-0.9,grassland,1721.9000244140625,6.109500122070313,alpine,67,2,11,26,2.38,19,0,7,5,7,23,2.5,2.3333333333333335,2.5555555555555554
1102,2001,-0.9,forest,1870.300048828125,6.851500244140625,subalpine,32,0,5,10,2.36,24,0,5,11,9,21,1.88,1.8,1.9090909090909092
953,2001,-0.9,grassland,2075.60009765625,7.87800048828125,alpine,44,0,2,30,1.76,20,0,3,11,2,19,1.71,1,1.7272727272727273
1107,2001,-0.9,unused,2218.699951171875,8.593499755859375,alpine,14,0,1,5,2,13,0,0,8,6,3,1.13,1,1.5
1134,2001,-0.9,grassland,2317.60009765625,9.08800048828125,alpine,47,0,2,31,1.83,22,0,6,8,10,16,1.86,1.6666666666666667,2
984,2001,-0.9,unused,2574,10.37,alpine,6,0,0,6,1.25,1,0,0,0,0,0,NA,NA,NA
625,2001,-0.9,unused,2109.699951171875,8.048499755859375,alpine,32,0,1,17,1.83,18,0,3,12,4,20,1.6,1,1.8181818181818181
749,2001,-0.9,unused,1965.4000244140625,7.327000122070313,alpine,12,0,0,9,1.72,23,0,9,10,11,31,2.21,1.5714285714285714,2.5833333333333335
988,2001,-0.9,unused,2088.89990234375,7.94449951171875,alpine,32,1,3,19,1.9,24,1,2,8,10,10,1.82,2,1.6666666666666667
705,2001,-0.9,forest,1386.9000244140625,4.434500122070313,montane,15,0,8,1,2.88,5,0,1,0,0,3,3,NA,3
1093,2001,-0.9,unused,2790.89990234375,11.45449951171875,alpine,0,0,0,0,NA,1,0,0,1,1,0,1,1,NA
1139,2001,-0.9,forest,1305,4.025,montane,27,7,8,0,3.44,19,3,6,2,4,26,3,4,2.888888888888889
810,2001,-0.9,forest,1378.4000244140625,4.392000122070312,montane,26,1,8,4,2.77,11,1,5,0,16,3,3.17,3.2,3
676,2001,-0.9,unused,2018.699951171875,7.593499755859375,alpine,34,1,2,16,2.22,11,0,5,3,7,11,2.25,2.3333333333333335,2.2
617,2001,-0.9,forest,1957.4000244140625,7.287000122070313,subalpine,15,0,1,6,2.19,16,0,3,9,8,14,1.83,1.6,2
1120,2002,-0.8,grassland,2279.199951171875,8.895999755859375,alpine,31,0,4,14,2.06,15,0,2,2,0,5,2,NA,1.6666666666666667
1075,2002,-0.8,forest,2062.800048828125,7.814000244140625,subalpine,35,0,10,13,2.4,15,0,5,4,3,19,2.44,3,2.375
1110,2001,-0.9,forest,1864.9000244140625,6.8245001220703125,subalpine,47,1,10,15,2.44,12,0,4,2,0,12,2.5,NA,2.4
641,2001,-0.9,forest,1697.0999755859375,5.985499877929687,subalpine,10,0,1,0,2.6,3,0,3,0,3,6,3,3,3
1146,2001,-0.9,unused,2686.699951171875,10.933499755859375,alpine,13,0,0,10,1.36,9,0,0,5,1,4,1,1,1
770,2001,-0.9,forest,1513.5,5.0675,subalpine,8,0,4,0,3.17,7,0,4,0,3,6,3,3,3
532,2001,-0.9,forest,384.20001220703125,-0.5789999389648437,colline,2,0,0,0,2.5,4,0,3,0,3,6,3,3,3
556,2001,-0.9,forest,461.6000061035156,-0.19199996948242187,colline,9,3,2,0,3.56,7,1,5,0,3,16,3.17,3,3.2
536,2001,-0.9,forest,417.1000061035156,-0.41449996948242185,colline,13,3,3,0,3.42,7,1,5,0,0,19,3.17,NA,3.1666666666666665
592,2001,-0.9,grassland,397.5,-0.5125,colline,15,3,6,0,3.43,1,0,0,0,0,0,NA,NA,NA
450,2001,-0.9,forest,432.79998779296875,-0.33600006103515623,montane,8,2,5,0,3.31,9,1,5,0,3,16,3.17,3,3.2
484,2001,-0.9,grassland,519.9000244140625,0.0995001220703125,montane,13,2,6,0,3.36,2,1,0,0,4,0,4,4,NA
508,2001,-0.9,grassland,468.79998779296875,-0.15600006103515626,colline,46,6,17,0,3.35,5,1,2,0,4,6,3.33,4,3
646,2001,-0.9,forest,1278.9000244140625,3.8945001220703124,montane,39,1,15,3,2.94,12,0,8,1,4,21,2.78,2,3
737,2002,-0.8,forest,1751.300048828125,6.256500244140625,subalpine,16,0,3,5,2.35,9,0,4,3,3,12,2.14,3,2
779,2001,-0.9,grassland,1713.4000244140625,6.067000122070312,subalpine,59,4,11,21,2.49,0,0,0,0,0,0,NA,NA,NA
652,2001,-0.9,unused,2098.300048828125,7.991500244140625,alpine,20,0,2,11,2.11,6,1,0,3,1,7,2,1,2.3333333333333335
1117,2001,-0.9,grassland,2312.300048828125,9.061500244140625,alpine,25,0,2,19,1.61,8,0,2,1,0,8,2.67,NA,2.6666666666666665
1098,2001,-0.9,unused,2544,10.22,alpine,13,0,0,12,1.13,5,0,0,2,2,0,1,1,NA
786,2001,-0.9,grassland,2017.800048828125,7.589000244140625,alpine,27,0,1,22,1.78,17,0,5,6,5,20,2.27,1.6666666666666667,2.5
280,2001,-0.9,grassland,712.5999755859375,1.0629998779296874,montane,18,1,7,0,3.33,4,2,0,0,8,0,4,4,NA
426,2002,-0.8,forest,314,-0.93,colline,23,8,4,0,3.59,5,1,0,0,0,4,4,NA,4
507,2002,-0.8,grassland,493.70001220703125,-0.03149993896484375,montane,41,11,7,0,3.57,4,0,3,0,0,9,3,NA,3
530,2002,-0.8,grassland,536.29998779296875,0.18149993896484376,montane,27,5,7,0,3.45,1,0,0,0,0,0,NA,NA,NA
535,2002,-0.8,forest,549.5,0.2475,montane,33,5,5,0,3.5,20,6,9,0,7,41,3.4,3.5,3.4166666666666665
559,2002,-0.8,grassland,367.6000061035156,-0.6619999694824219,colline,50,11,14,0,3.48,3,0,2,0,0,6,3,NA,3
575,2002,-0.8,grassland,363.20001220703125,-0.6839999389648438,colline,22,5,6,0,3.47,1,0,0,0,0,0,NA,NA,NA
578,2002,-0.8,forest,394.79998779296875,-0.5260000610351563,colline,12,1,2,0,3.38,9,4,3,0,7,18,3.57,3.5,3.6
865,2002,-0.8,unused,2265.5,8.8275,alpine,23,0,0,19,1.35,30,0,3,16,16,12,1.47,1.4545454545454546,1.5
928,2002,-0.8,grassland,2001.5,7.5075,alpine,54,0,5,29,2.05,45,0,15,11,18,44,2.38,2.25,2.4444444444444446
972,2002,-0.8,unused,2331.60009765625,9.15800048828125,alpine,6,0,0,3,1,13,0,2,4,6,5,1.83,1.5,2.5
991,2002,-0.8,grassland,2088.89990234375,7.94449951171875,alpine,59,0,5,35,1.98,38,1,6,9,14,22,2.25,2.3333333333333335,2.2
1023,2002,-0.8,grassland,2626.10009765625,10.63050048828125,alpine,11,0,0,11,1.18,10,0,0,4,2,2,1,1,1
1028,2002,-0.8,grassland,2228.10009765625,8.64050048828125,alpine,33,0,7,19,2.14,12,0,4,5,4,15,2.11,2,2.142857142857143
1045,2002,-0.8,unused,2700.199951171875,11.000999755859375,alpine,17,0,0,13,1.15,30,0,2,15,6,15,1.41,1.2,1.3636363636363635
1074,2002,-0.8,grassland,2050.89990234375,7.75449951171875,alpine,46,1,3,25,2.14,22,0,10,4,14,19,2.57,2.3333333333333335,2.7142857142857144
